Loans,ParentsIncome,NumberOfSiblings,StudentIncome,WorkExperience,Education,MinimumWage,Grades,TuitionPaid,Years,College,OutOfState,PreferenceForNiceThings,NumberOfRoomies,State,Materials
0,73802.18102,8,24000,5,1,0,2.4,1927.898296,2,481.9745739,1,0,7,9575.133066,4837.14241
1,96856.04968,2,14000,2,0,0,0.1,28298.11039,6,4716.351731,0,2,5,12228.95629,971.0428713
0,21529.31128,9,14000,4,1,0,3.4,8708.889788,3,2902.963263,0,1,9,10929.426,458.7548891
1,41617.23875,8,16003,1,0,3,2.2,33373.43292,2,8343.358231,1,9,6,14554.3362,3870.046114
0,73231.94705,7,30012,3,1,2,2,20286.42027,7,1449.030019,1,9,4,2124.214507,429.1031918
1,76279.03934,0,16004,2,0,2,1,75819.96136,7,5415.711526,1,2,4,1920.558192,339.3284264
0,20243.54269,8,30000,3,0,0,2.7,47985.73035,6,3998.810863,1,9,3,3344.183394,3736.844604
0,64425.67295,4,36008,2,1,2,1.5,915.7503483,3,305.2501161,0,1,9,3974.059525,1590.762125
1,48033.22859,4,12,3,1,2,2.6,30578.47982,5,3057.847982,1,1,0,4838.947154,2054.105453
1,72478.13967,5,4016,4,1,2,3.1,67307.71324,4,8413.464155,1,7,3,462.9309982,375.2469309
1,73426.27478,6,22000,2,1,0,1.1,41324.78541,6,6887.464235,0,6,2,14544.87427,3704.552262
0,42623.3972,9,12003,3,0,1,0.9,5590.873334,2,2795.436667,0,3,5,4291.149125,805.1378605
0,5812.933573,3,38001,1,0,1,2.4,5388.339775,4,1347.084944,0,4,2,5640.853854,2743.309222
1,82572.08212,1,18002,2,0,1,1.5,30642.03376,7,2188.716697,1,9,4,4420.805957,1324.756582
1,92675.80743,0,38014,7,0,2,1.2,30106.27684,2,7526.56921,1,9,5,14959.26149,4861.603308
0,87129.67952,6,24000,7,1,0,3.9,53599.31436,4,6699.914295,1,9,4,4898.597682,473.2936131
1,94663.58581,6,6008,4,1,1,0.4,28116.01159,3,9372.003863,0,0,7,11061.2485,2740.843855
0,88320.23141,7,20010,5,1,1,1,1816.509255,3,605.503085,0,5,2,3502.057188,3742.776303
1,35131.85918,9,10020,5,1,2,1.5,53797.64034,4,6724.705042,1,5,6,10607.33483,3817.138313
1,85120.38564,8,38014,7,0,2,2.1,56162.36832,6,4680.19736,1,9,4,8580.488406,4133.847061
1,37790.39171,1,18042,7,1,3,1.5,1190.348223,7,170.0497462,0,7,1,5453.893654,2741.772334
1,25098.3591,0,10000,3,1,0,1.4,40724.06216,6,6787.343693,0,9,2,7516.582378,4828.535281
0,38396.80195,4,38002,2,0,1,2.9,19083.67082,1,9541.835408,1,0,5,9432.646018,3914.297219
1,9465.911555,4,36036,6,1,3,1.8,51661.28131,6,8610.213552,0,6,0,4942.776448,1151.602197
1,13415.93013,0,8006,6,0,1,0.8,12789.84409,7,1827.120584,0,0,8,1083.420695,4743.052952
1,62550.77543,1,36015,5,0,3,2.8,37057.7927,5,7411.558539,0,4,1,13110.67609,4044.877416
1,22600.89362,9,10024,4,1,3,3.6,17823.71181,3,5941.23727,0,2,3,7561.376113,4132.570785
0,13062.58594,7,18012,2,1,3,1.3,18193.95402,3,3032.32567,1,0,5,3238.374269,4580.984062
1,61614.07064,8,10042,7,1,3,1,17120.84401,3,5706.948004,0,0,5,11197.64611,4315.717341
1,59358.97375,7,4008,4,1,1,3.3,18707.2766,2,9353.638299,0,2,0,7883.096366,132.9917193
0,1519.200641,7,18008,4,0,2,0.1,0,0,706.182916,1,5,9,11864.22754,2790.789787
0,14184.47767,3,14006,2,0,3,2.9,7600.215557,2,3800.107779,0,6,9,4021.724417,1467.84042
1,17718.71024,2,16004,2,1,1,0.9,19831.47568,5,3966.295137,0,4,5,14081.59532,1426.980578
1,38461.48096,8,10000,3,0,0,1.4,17164.79448,2,4291.198621,1,4,0,3112.632817,2747.434327
1,37427.41649,6,6002,1,0,2,0.9,0,0,5536.286796,0,8,5,14116.39047,619.4447622
1,11503.07029,5,24009,3,0,3,1.6,130947.6603,7,9353.404304,1,4,2,7878.58896,1222.556701
1,73035.56879,3,16004,2,1,1,1.6,14780.54179,6,2463.423632,0,8,7,14301.62885,3504.858641
0,75804.14185,7,26000,4,0,0,1.3,29668.12321,2,7417.030803,1,0,8,2507.248406,628.9002222
1,34093.71658,4,6042,7,1,3,2.3,34647.47385,4,8661.868464,0,3,9,8488.016822,3118.106009
0,42196.77637,5,36008,4,0,2,1.5,19566.89422,2,4891.723556,1,7,9,8613.499952,2113.873407
0,66536.04416,5,36000,0,0,3,2.3,23416.94802,5,2341.694802,1,3,7,9413.201992,688.8358656
0,17858.61271,7,36000,6,1,0,0.4,3357.3763,2,1678.68815,0,3,4,14681.20494,2372.639224
0,29451.00897,0,20020,5,1,2,3.2,0,0,6031.977341,1,2,8,2946.346,3088.581657
1,65132.92048,2,8005,5,0,1,3.7,133763.4202,7,9554.530014,1,4,1,5908.106838,3041.371992
1,67938.66261,9,14016,4,1,2,1.4,17183.67208,7,1227.405148,1,1,8,2420.729582,3594.894969
1,69803.35584,6,6000,1,0,0,3.4,38468.7362,5,3846.87362,1,0,0,3237.171602,2557.31617
1,20236.00568,5,6000,0,0,0,2.8,7978.621613,1,7978.621613,0,0,0,8587.829332,4677.192852
0,65140.76695,9,34000,1,0,0,3.7,35540.10476,5,3554.010476,1,2,7,13548.24399,1553.791775
1,73783.02659,9,12006,3,0,2,2.6,49325.59006,3,8220.931676,1,5,0,415.2877855,3017.658421
1,76178.46558,8,22012,6,1,1,0.1,24700.93072,3,8233.643575,0,2,3,14646.65444,3324.021161
0,3280.748563,1,24000,3,0,0,1.9,0,0,5437.228343,0,3,1,11937.44602,164.3589778
0,13364.20663,6,16000,2,0,0,3.9,30938.5425,7,4419.791785,0,6,5,9623.682843,2805.431616
1,3270.336525,8,18036,6,1,3,0.1,42266.55798,7,6038.079711,0,7,2,2069.029907,3038.887584
1,36485.98347,3,26012,4,0,3,1.8,32033.30881,2,8008.327202,1,4,1,3794.259054,3139.14877
1,74841.87979,0,6009,3,0,3,0.6,35208.62841,4,8802.157102,0,9,9,14696.76904,4018.244128
1,98173.01495,9,10030,5,1,3,2.8,10770.46376,1,5385.231878,1,2,7,12940.3885,337.333888
1,52950.05889,8,20018,6,0,3,0,57431.23653,4,7178.904566,1,8,4,8117.94034,1816.957671
0,13980.93367,4,34012,4,0,3,0.5,0,0,5996.902231,0,9,5,4457.809835,1035.285037
0,19388.22764,6,28000,0,1,2,2.7,46672.81388,6,3889.401157,1,0,0,3020.540089,661.1205674
0,83935.70335,0,18000,0,0,2,3.1,24428.71331,2,6107.178328,1,0,9,648.6240722,167.3588901
1,85565.83646,3,2001,1,0,1,0.7,4823.008114,2,1205.752029,1,4,8,5816.505335,1582.235893
1,6303.80742,3,30005,5,0,1,0.2,51220.26533,6,8536.710889,0,2,5,12786.45602,2562.597867
1,40977.25978,3,12042,7,1,3,1.8,18261.53442,6,3043.589069,0,7,8,2557.353901,4403.797814
1,46448.75938,8,14015,5,0,3,1.4,74893.83927,6,6241.153273,1,3,5,5933.173223,3395.128093
1,71985.86165,4,16036,6,1,3,3.3,10230.16466,1,5115.082332,1,8,0,8227.127161,2215.866894
1,72837.5162,6,32003,3,0,1,1.5,65511.3286,6,5459.277383,1,6,9,2206.402604,60.41427629
1,57496.04393,9,2018,3,1,3,3.6,0,0,6246.738786,1,8,3,10923.82489,1702.640527
1,42430.37561,2,3,3,0,1,2.2,15264.78474,2,7632.392372,0,0,9,8718.250658,1682.312137
0,8727.364138,5,36000,1,1,0,0.1,0,0,7042.500783,0,6,2,8521.173197,910.0560656
0,90404.07245,5,20006,3,0,2,2,11742.48431,7,1677.497758,0,8,9,1378.595548,430.7965467
1,2531.525952,6,8000,0,1,3,0.3,12449.07424,5,2489.814847,0,9,9,2775.569617,2289.342306
0,61972.17293,4,22002,1,1,1,2.3,6992.975737,1,3496.487869,1,3,4,11322.74511,2897.491352
1,23041.86438,8,24000,2,0,0,0.8,32072.55253,5,3207.255253,1,8,4,11011.25292,160.2077731
0,56844.3367,1,26001,1,0,1,3.4,751.8558351,1,751.8558351,0,2,9,3457.530753,4787.416662
0,65060.12753,0,4012,6,0,2,2.3,8567.793227,3,2855.931076,0,4,5,2769.518286,1175.507869
1,31636.06558,4,26014,7,1,1,2,11463.56716,4,2865.891791,0,6,3,14596.92977,3160.413048
1,17092.09776,4,20042,7,1,3,1.5,31371.04118,4,7842.760295,0,9,2,7280.941348,302.702043
1,16652.27855,6,20002,1,0,2,1.6,43944.8406,7,6277.834371,0,7,0,10231.61114,2169.458496
0,21352.90666,8,8002,1,0,2,3.9,15154.79381,1,7577.396907,1,0,4,8800.20444,914.294409
0,93979.70698,8,24042,7,1,3,3.3,37644.02342,5,7528.804685,0,3,3,1975.514626,2769.385485
0,18116.55984,9,38000,2,0,0,1.7,39342.3366,6,6557.056099,0,9,4,4823.859116,4841.856763
0,89968.86445,7,34000,2,0,0,2.6,81438.2327,7,5817.016622,1,0,9,7469.687787,374.9066034
0,25376.72313,1,30000,7,1,0,2.7,0,0,7438.97877,0,9,3,844.7454441,3612.920233
1,54328.24539,3,22000,7,1,0,2.4,107885.8737,6,8990.489479,1,7,1,2923.52844,4279.603631
0,43120.36216,4,22006,3,1,1,2.6,2247.583246,2,1123.791623,0,7,0,1417.464822,245.5658435
1,83616.50297,7,2024,4,1,3,2.4,0,0,5779.79142,0,2,2,13619.47508,3158.844491
1,93590.41497,5,16010,5,1,1,3.5,20381.22591,4,5095.306476,0,5,2,11218.38522,796.2853625
0,47588.1346,4,36018,3,1,3,3.3,15199.90313,5,3039.980626,0,6,8,7989.582838,4412.701274
1,87001.73005,2,14000,5,0,0,3.7,27989.16705,2,6997.291762,1,3,1,9691.564103,726.7608039
1,72491.47769,1,14006,3,1,1,3.3,14158.14134,3,2359.690223,1,3,3,12709.33537,2824.415401
1,56563.85591,8,2005,5,0,1,3.4,45538.67131,6,7589.778552,0,8,8,13113.70217,1851.570016
0,10764.90072,9,24000,4,1,0,3.1,41854.18735,5,8370.837471,0,4,4,2120.67686,1503.202883
0,59523.04351,4,16005,5,0,1,0.9,410.1381512,2,205.0690756,0,0,4,7862.329993,1788.160741
1,85784.89924,0,22030,5,1,3,0.7,47143.02095,3,7857.170159,1,4,2,2444.426816,3091.552944
0,38409.12154,4,22000,2,0,0,3.6,0,0,2462.114495,0,3,7,1559.973798,107.8087831
0,34601.33965,2,30018,3,1,3,2.6,12910.82235,2,6455.411175,0,3,1,7953.39042,967.9215554
1,38031.90795,1,28018,6,0,3,0.4,15756.11821,2,7878.059106,0,6,0,11195.8978,2048.944955
0,86959.91126,8,18008,2,1,2,1.9,0,0,7389.090058,0,4,0,2926.88575,1291.503436
1,90956.92538,1,22000,6,0,0,1.4,72160.52835,5,7216.052835,1,4,4,4579.564898,1066.466977
0,89378.66432,3,36010,5,0,2,0.2,26489.72887,4,6622.432217,0,2,4,2127.434529,2851.398489
0,90542.8251,1,28000,7,1,0,3.9,49169.28428,6,8194.880714,0,2,7,9420.309635,2389.620446
1,11714.62921,8,1,1,0,1,0.4,33213.23589,4,8303.308972,0,6,5,14311.17101,3768.300029
1,11823.89055,7,2012,6,0,2,3.8,6160.423693,2,3080.211846,0,7,0,11172.36962,3620.613746
1,22118.00006,8,9,3,0,3,0.4,24939.06174,7,1781.361553,1,9,3,5938.438028,536.8231393
1,75227.57103,2,12000,5,0,0,1,28039.58414,4,7009.896034,0,4,1,7495.67506,385.847033
0,53106.78812,0,20018,3,1,3,2.6,21741.70309,6,3623.617182,0,3,8,5909.439098,4966.868224
1,47155.04235,8,18000,0,1,0,3.4,8772.108342,1,8772.108342,0,5,0,11739.77749,678.2987383
0,47211.62611,8,16000,0,0,1,3.1,30121.26022,6,2510.105019,1,0,3,12061.01167,1823.64846
1,59442.54622,6,8012,6,0,2,2.4,49493.35169,5,4949.335169,1,7,4,12944.22487,4324.380124
0,4161.047342,7,18012,6,0,2,2.1,13527.34736,5,2705.469471,0,1,3,2427.122687,3564.332586
1,28233.16294,5,12028,7,1,2,1.6,28738.54688,6,4789.757813,0,9,1,5826.090456,1340.698548
1,83123.37054,8,22000,5,1,0,0,39724.88746,3,6620.814577,1,4,7,6733.478714,3530.388891
0,95853.26242,8,34000,0,0,2,2.3,0,0,5685.993251,1,8,7,13862.47113,4573.547597
0,21455.11361,9,36004,2,1,1,2.4,3488.407119,4,872.1017798,0,1,5,2381.270066,2914.601946
1,5423.673935,1,26000,3,0,0,0.4,15266.41771,1,7633.208855,1,8,8,12210.1901,2839.942449
1,29150.57478,5,4006,1,1,3,0.9,27120.72292,4,6780.18073,0,5,8,6491.274393,503.6547937
0,98475.69243,4,16004,2,1,1,2.1,5564.975443,2,2782.487722,0,3,4,12325.23535,1482.078494
0,11647.36846,4,36004,2,0,2,0.3,0,0,8971.562553,0,3,1,7980.113826,3720.320971
0,12286.87554,2,10004,2,0,2,3.8,0,0,3316.978988,1,5,9,1869.51208,2575.434938
1,90160.43589,7,2042,7,1,3,2.1,5815.734918,2,1453.933729,1,9,6,12868.44758,3947.087647
1,41200.89535,7,36008,2,1,2,2.5,85964.91983,5,8596.491983,1,3,3,6175.484244,1659.666761
1,60492.3154,0,14003,3,0,1,0.6,15183.77732,3,5061.259106,0,8,3,14259.81192,2292.241261
1,86821.8594,4,22002,1,0,2,0.4,103449.7589,7,7389.268492,1,7,4,5990.788519,351.3117721
0,94450.42785,5,34006,3,1,1,1.1,12426.04168,2,6213.020841,0,1,0,2216.16854,2335.779533
1,65871.76783,1,2,1,0,2,1.1,37410.77197,4,9352.692994,0,6,2,7440.648703,339.6996711
1,54596.70982,5,8012,3,1,2,2.3,104686.3547,6,8723.862895,1,6,9,7615.882009,2656.275413
1,53523.34504,6,8005,5,0,1,3.1,15028.24044,7,1073.445746,1,2,5,2322.803406,1662.660835
1,18144.59067,3,28001,1,0,1,1.6,38584.76662,7,5512.109517,0,1,4,10508.03808,1645.735662
0,27089.04627,3,32012,6,0,2,1.9,34748.14103,6,5791.356838,0,3,9,12767.82423,1231.686819
1,55729.65152,0,22008,4,1,1,0.6,28014.95302,6,4669.158836,0,2,5,6144.506778,4920.855927
0,41880.35378,7,28000,7,0,0,3.1,59679.73204,5,5967.973204,1,0,7,6637.533979,1777.777046
1,80596.15985,9,12010,5,0,2,2,78007.20766,4,9750.900957,1,7,0,8150.828846,1366.414406
1,45894.46616,3,15,5,0,3,0.5,38424.39961,4,9606.099902,0,1,0,3337.594401,1311.072026
0,36708.24319,5,36004,4,0,1,0,16984.26091,7,2426.322988,0,9,5,232.3528316,128.8967957
1,39732.87134,5,16000,0,1,3,0.4,71471.65136,7,5105.117954,1,4,4,1847.509231,880.1563668
1,87627.97796,7,36000,5,0,0,1.5,69903.44971,4,8737.931214,1,5,2,11848.37127,4184.910759
1,46920.96904,1,2024,4,1,3,3.3,8728.486191,1,8728.486191,0,7,7,7476.582103,3357.300244
1,32580.27389,0,8000,7,1,0,3.5,6716.128639,2,3358.064319,0,5,1,2404.015093,4507.152607
1,3815.223496,0,24000,0,0,3,3.2,1741.295736,6,145.107978,1,7,1,6608.897379,1975.444682
1,84419.72063,1,4021,7,0,3,1.2,37528.42724,2,9382.10681,1,0,3,10973.39634,1299.995803
1,82472.84886,3,34012,6,0,2,2,69570.79033,6,5797.565861,1,5,1,12802.60534,3652.66993
0,36895.94726,3,14024,6,1,2,1.9,0,0,7772.451533,1,4,9,9653.161928,4288.478535
0,55661.17106,0,38012,6,1,1,2.1,13004.76016,2,3251.19004,1,5,0,3963.119873,4421.268215
1,43552.97542,9,24015,5,0,3,0.4,25756.97439,4,3219.621799,1,3,4,6219.329533,1801.56684
1,38057.61881,4,14004,4,0,1,0.1,4317.346089,1,2158.673045,1,6,0,6179.657274,1178.190019
0,84186.16037,9,32002,1,0,2,3.2,20476.3067,4,5119.076676,0,1,3,2389.48406,1358.610741
1,21215.79979,4,12000,0,0,0,1,23850.74162,3,7950.247208,0,6,5,2670.771215,2735.26894
1,80360.58083,9,4,2,0,2,0.1,50502.36833,6,8417.061388,0,9,3,8923.752992,2555.833586
1,59894.22715,6,36009,3,0,3,1.9,14779.65946,3,4926.553152,0,7,1,10956.45107,3824.139416
1,27181.6742,0,16000,0,1,3,2.3,14413.12572,7,2059.017959,0,4,0,4586.568452,2026.953352
0,90614.90549,3,24003,1,0,3,3.5,8483.868637,7,605.9906169,1,6,4,2704.923575,1561.281788
0,25658.9054,3,12000,3,1,0,3.4,7418.515808,2,1854.628952,1,6,9,1204.667323,1710.870909
1,53238.28801,7,16003,1,0,3,0,11870.89562,3,3956.965206,0,1,1,7099.445061,969.6038926
1,82689.83661,8,24006,2,0,3,2.5,45813.65373,5,9162.730746,0,8,6,1237.732456,2752.916024
1,40727.57293,7,4012,6,0,2,3.5,4957.208959,2,2478.604479,0,6,0,332.7738815,1620.579143
1,77824.52636,8,28012,6,1,1,2.3,36488.53358,5,7297.706717,0,1,1,9264.767448,423.4936426
1,13422.17842,1,0,4,0,0,3.6,27937.32142,4,3492.165177,1,1,6,13864.57079,1696.524756
0,81381.86387,8,22000,7,0,0,3.7,39263.35696,7,5609.050994,0,1,4,2829.872648,1966.713732
1,1493.962701,9,16000,6,0,0,0,22175.45715,3,3695.909525,1,2,1,1240.474791,180.1176099
1,14017.25726,1,2008,4,1,1,2.7,23135.98522,3,7711.995073,0,9,4,10009.52857,3962.876117
0,95679.99613,8,32018,3,1,3,2.4,28828.04196,5,2882.804196,1,2,5,4771.489165,3116.568912
1,98665.21609,1,22012,6,0,2,3.1,56478.07579,7,4034.148271,1,7,8,5940.614289,4261.384623
0,60509.05647,2,10000,7,0,0,2.7,3127.684207,1,3127.684207,0,6,6,1801.558048,3015.014158
1,87012.42376,6,24015,5,0,3,3.7,78855.13228,7,5632.509448,1,3,3,9814.061328,2956.369854
0,95330.63316,0,16003,3,0,1,1.5,18525.42379,7,1323.244557,1,1,6,5789.857464,4459.560112
0,26941.60794,2,18000,5,0,0,3.3,0,0,9236.752063,0,1,7,11072.85639,1464.773346
0,70303.3439,2,14003,1,0,3,1.3,0,0,3619.699253,0,7,7,5523.467413,333.1679903
1,24616.91578,3,16000,0,1,3,1.8,96874.21225,6,8072.851021,1,9,3,3084.919797,4397.453509
1,67337.62817,1,12003,3,0,1,1.5,18549.26471,2,9274.632356,0,9,2,11355.92856,1586.18854
1,87112.7158,1,36012,2,1,3,1,66703.50221,7,4764.535872,1,8,8,12601.83266,2149.832805
0,19218.25467,3,22006,6,0,1,0,2702.680418,3,900.8934726,0,0,2,7008.402996,3371.237271
0,39626.05885,2,20005,5,0,1,3.5,5979.863447,6,996.6439079,0,4,3,8533.424407,4881.225242
1,13509.18038,4,6016,4,1,2,2.1,21312.17578,6,1776.014649,1,4,6,13764.14294,4191.517955
1,58822.55336,9,12012,4,0,3,1.4,32430.56559,2,8107.641397,1,9,9,11931.23999,3040.650063
1,93313.23382,9,0,4,1,0,0.8,55778.7023,3,9296.450384,1,7,8,6918.443695,2503.570789
0,85829.60767,1,34014,7,1,1,2.2,17149.8659,7,2449.980843,0,7,7,11327.54193,4339.837552
1,56544.61389,2,4012,3,1,2,0.9,17571.89847,5,3514.379694,0,3,1,4893.028829,4508.793868
0,47551.21771,8,36018,6,0,3,2.2,10633.17279,3,3544.39093,0,9,9,5749.239033,4428.716218
1,14968.9054,3,12000,1,1,0,3.1,32699.9845,5,6539.996901,0,7,1,14681.19819,3102.268735
0,14206.67623,4,28028,7,1,2,3.8,10979.96092,1,5489.980462,1,6,8,12642.00349,2436.470279
0,88190.10778,6,18000,2,0,0,3.9,14824.73256,1,7412.366282,1,2,6,12601.64176,1858.038308
1,66715.64012,7,18036,6,1,3,0.1,21195.44967,7,3027.921381,0,3,6,10412.73256,1631.447249
0,68799.58168,2,28005,5,0,1,2,5317.343789,2,2658.671895,0,6,3,1939.848211,3944.176705
1,73992.21608,9,4012,3,1,2,1.5,232.2523835,6,19.35436529,1,8,2,11141.69539,4771.496846
0,56132.73624,6,28012,6,0,2,2.5,12064.14465,4,3016.036164,0,3,2,641.8970519,1563.629457
0,7582.368186,7,26004,4,0,1,3,7210.248666,1,3605.124333,1,6,4,9556.248539,1497.404869
1,12920.93969,2,36000,7,1,0,0.6,27041.51858,4,6760.379644,0,4,2,11173.96941,3604.283001
0,52281.52449,1,36018,6,0,3,0.3,0,0,9911.3875,0,9,2,6347.358452,108.4636703
1,92461.7999,6,26018,6,0,3,0.3,5953.949318,1,2976.974659,1,9,0,4760.902442,3883.614109
1,15274.58057,1,18002,1,1,1,2.8,2192.362755,5,438.4725511,0,7,2,11271.84067,1085.023688
0,66560.1602,5,10000,0,1,3,3.9,23749.10388,2,5937.27597,1,2,8,259.159155,754.0231051
1,75736.12484,6,18012,4,0,3,2.3,50288.58808,7,7184.084012,0,0,0,14499.91275,2090.37474
1,28989.62426,7,14000,2,1,0,3.9,2238.990367,2,559.7475917,1,1,1,13039.30577,3366.464316
1,62737.38957,0,6000,3,0,0,1.2,24685.13438,3,4114.189064,1,2,7,11369.84935,2065.497024
0,54547.50851,4,26000,0,1,1,1,1198.124765,2,599.0623825,0,5,8,1649.942401,1129.796707
1,81291.20389,3,2000,5,0,0,1.2,56580.63855,6,4715.053213,1,9,7,13571.38343,3813.713699
0,89532.48126,1,36012,4,0,3,2.2,5114.888384,1,5114.888384,0,0,3,12232.67679,4721.357365
1,72215.43909,8,6006,6,0,1,2.3,108590.5663,7,7756.469024,1,7,4,8048.062636,3736.967891
0,54881.67609,0,24000,1,1,0,3.1,28651.04464,4,3581.380579,1,7,5,2542.790339,4610.693583
0,26652.53634,3,34000,7,0,0,2.8,39500.10697,4,9875.026742,0,5,6,2700.503322,1309.642308
0,19517.47318,7,36000,0,1,0,1.1,0,0,8097.670129,0,6,4,5077.331161,1273.274281
0,97867.09511,8,28006,3,0,2,1.9,36905.54037,5,7381.108075,0,0,4,6141.256531,3181.320171
1,19037.31396,1,8012,3,1,2,3.2,19097.65087,2,9548.825434,0,3,0,11022.06166,4174.696948
0,19136.34819,9,24012,2,1,3,0.8,8426.574706,4,1053.321838,1,0,4,10459.84694,4643.584161
0,80875.5989,9,24024,6,1,2,2.9,3560.314401,2,1780.157201,0,0,5,11672.79056,1158.119475
1,11572.84672,4,18000,1,0,0,0.3,0,0,4940.754595,0,8,5,13823.35849,303.7626048
1,43130.98256,3,20004,2,0,2,2.5,27843.90487,7,3977.700696,0,2,3,10367.85306,3905.881791
1,30278.48672,7,6000,2,0,0,0.4,0,0,3094.42924,1,4,3,13909.89993,1716.145494
1,36473.67617,4,8000,3,0,0,1.5,29928.71697,7,4275.530996,0,5,7,12924.51317,966.7159759
1,85331.63833,2,22009,3,0,3,0.3,43436.03325,7,6205.147607,0,9,6,8979.107259,3872.571205
1,43091.81226,7,28005,5,0,1,1.1,131351.1151,7,9382.222505,1,9,3,2702.983006,4362.410073
1,33988.33746,2,18000,6,1,0,2.3,31510.5695,6,2625.880792,1,7,1,8143.571989,444.6409096
0,2838.554134,9,38012,2,1,3,1.6,3485.899039,2,1742.949519,0,0,4,3589.6112,3362.538801
1,52095.35141,2,18015,5,0,3,0.9,58274.40338,7,8324.914769,0,9,8,14544.17593,3658.508352
1,32014.8468,3,2018,6,0,3,2.9,19592.50152,5,1959.250152,1,9,4,10353.8573,1256.66137
0,95475.38026,6,20000,0,1,3,2.4,1397.646556,2,349.4116389,1,9,9,11161.84604,1486.874992
0,84230.26162,8,34000,4,0,0,0.3,0,0,9541.717135,0,3,7,11646.42353,3042.527295
1,50202.6918,3,0,0,0,3,2.4,0,0,5559.066822,0,6,0,14094.34232,1263.182181
1,16966.37102,1,8018,3,1,3,0.9,38109.80038,7,5444.257198,0,4,0,3668.018557,1437.963726
1,86830.03464,7,6021,7,0,3,1.9,23791.1508,4,5947.7877,0,6,1,6153.046494,2464.385043
0,6564.41537,7,26006,2,0,3,2.7,39697.23349,6,6616.205582,0,4,2,5556.529451,1666.67749
0,58182.47089,0,34000,4,0,0,3.7,29480.84756,5,5896.169511,0,6,0,4660.112764,481.2294457
1,79755.10787,7,32014,7,0,2,3.9,616.1758172,2,154.0439543,1,7,1,11064.23587,4658.960531
0,94594.18431,5,14000,7,0,0,1.4,0,0,2989.336255,1,2,8,1411.41775,3953.105686
0,99583.06861,7,34018,6,0,3,0.2,9026.74105,2,2256.685262,1,6,4,2742.813527,1225.504858
0,6083.473569,2,36000,1,1,0,1.6,24742.73858,7,3534.67694,0,3,1,2355.655789,1796.929402
0,72472.436,0,4000,6,0,0,2,2604.708637,1,1302.354318,1,5,8,14392.49023,1371.411716
1,6951.759712,5,4018,3,1,3,1.2,47490.39633,7,6784.342333,0,3,7,11594.23213,1254.843286
0,2985.206115,5,12000,5,0,0,3.8,5501.002975,4,687.6253719,1,7,9,12667.9025,1137.818018
0,37335.55255,1,34010,5,0,2,1.9,2144.954532,6,178.746211,1,0,0,14287.46845,15.66115756
1,95564.67044,6,18000,7,1,0,0.2,18744.86908,3,3124.144847,1,6,8,13040.18221,1700.638126
0,26987.36348,7,24024,6,1,2,3.5,32316.8662,2,8079.216549,1,1,1,8716.070258,4498.515551
0,38417.07134,7,12000,2,1,0,3.7,3217.112541,3,1072.370847,0,5,5,8322.296378,358.7010464
1,21227.01152,3,4012,6,1,1,0.3,15425.56999,5,1542.556999,1,3,4,13576.83853,4576.541971
1,4528.529089,4,2006,3,0,2,2,46032.20068,7,6576.028669,0,0,0,1190.763646,3456.793144
0,63396.03544,7,20000,4,1,0,3.3,3693.704164,1,3693.704164,0,2,0,2139.158259,4024.220084
0,33217.84135,3,28000,7,0,0,3.7,35106.18001,2,8776.545002,1,6,0,3176.986963,985.9130482
1,98545.91996,5,10000,0,1,1,0.7,8079.861286,3,2693.287095,0,8,1,5255.888503,4543.966681
1,2654.335969,3,8000,3,0,0,3,8749.328558,2,4374.664279,0,8,0,9737.987466,3197.53066
1,15787.18085,8,6000,3,1,0,1.7,0,0,867.2520276,0,5,5,10414.71372,1051.898146
1,41528.00698,9,14000,0,0,2,0.9,23782.94657,5,4756.589313,0,2,0,5318.286371,1960.489743
0,62872.83946,0,34000,7,1,0,0.3,28309.07743,4,7077.269358,0,6,2,2572.380546,320.9973645
1,47156.11147,1,22000,2,1,0,1.1,33933.97302,3,5655.662171,1,6,6,9331.368549,1136.687917
0,9482.900697,6,18000,0,1,2,0.1,3253.277837,3,1084.425946,0,9,7,3020.157239,3639.545232
0,57962.8725,0,30003,1,0,3,0.7,782.3822336,2,391.1911168,0,1,4,7793.30792,4812.598667
0,69324.97927,6,16000,7,1,0,3.4,37135.1134,6,3094.592783,1,3,8,7818.850895,1056.478473
1,64708.27418,9,4006,3,0,2,1,84155.89566,5,8415.589566,1,0,5,678.2405521,1239.643272
1,97476.84842,1,36012,6,0,2,0.1,114348.6693,6,9529.055774,1,5,1,12890.83417,2253.357649
1,75675.37176,8,4008,4,1,1,1.7,19934.60462,2,9967.30231,0,4,9,10526.10788,1496.229899
1,86334.4468,5,30005,5,0,1,2.9,54050.71919,4,6756.339899,1,3,3,9748.413748,3551.403248
0,14673.64288,4,20010,5,1,1,3.3,2255.099063,1,1127.549532,1,3,1,6012.696106,793.591754
1,66530.91101,0,6024,4,1,3,2.7,1929.522767,1,1929.522767,0,2,1,12167.75089,2294.342545
1,4056.644963,9,34010,5,1,1,1.2,45411.51712,3,7568.586186,1,0,6,13876.7112,3483.792496
1,51865.42066,6,12001,1,0,1,0.6,7069.470896,2,1767.367724,1,2,2,10492.90857,2341.068121
0,94726.2636,6,26006,1,1,3,0.7,13994.96488,5,1399.496488,1,4,8,4831.38975,2383.134065
